Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
259.471034,TraderOne,Tick,403,316,87,-87,151700,151600,11731,86069,94769,OK
259.782485,TraderOne,Tick,403,316,87,-87,151700,151600,11731,86069,94769,OK
260.020086,TraderOne,Tick,403,316,87,-87,151700,151600,11731,86069,94769,OK
260.297023,TraderOne,Tick,403,316,87,-87,151300,151600,11731,86069,59969,OK
260.488238,TraderOne,Tick,403,316,87,-87,151300,151600,11731,86069,59969,OK
260.712361,TraderOne,Tick,403,316,87,-87,151300,151800,11731,86069,59969,OK
261.033917,TraderOne,Tick,403,316,87,-87,151300,151800,11731,86069,59969,OK
261.210057,TraderOne,Tick,403,316,87,-87,151300,151800,11731,86069,59969,OK
261.541677,TraderOne,Tick,403,316,87,-87,151300,151800,11731,86069,59969,OK
261.710322,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
262.007933,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
262.252329,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
262.549425,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
262.750903,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
263.025157,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
263.290664,TraderOne,Tick,403,316,87,-87,152000,152200,11731,86069,68669,OK
263.46945,TraderOne,Tick,403,316,87,-87,152000,152200,11731,86069,68669,OK
263.769193,TraderOne,Tick,403,316,87,-87,152000,152200,11731,86069,68669,OK
264.015805,TraderOne,Tick,403,316,87,-87,152000,152200,11731,86069,68669,OK
264.295368,TraderOne,Tick,403,316,87,-87,152000,152200,11731,86069,68669,OK
264.490577,TraderOne,Tick,403,316,87,-87,152000,152200,11731,86069,68669,OK
264.755533,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
264.955605,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
265.23,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
265.457438,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
265.718737,TraderOne,Tick,403,316,87,-87,152000,151800,11731,86069,103469,OK
265.971505,TraderOne,Tick,403,316,87,-87,152100,151800,11731,86069,112169,OK
266.24025,TraderOne,Tick,403,316,87,-87,152100,151800,11731,86069,112169,OK
266.463606,TraderOne,Tick,403,316,87,-87,152100,151800,11731,86069,112169,OK
266.752034,TraderOne,Tick,403,316,87,-87,152100,151800,11731,86069,112169,OK
267.041276,TraderOne,Tick,403,316,87,-87,152100,152200,11731,86069,77369,OK
267.22418,TraderOne,Tick,403,316,87,-87,152100,152200,11731,86069,77369,OK
267.525696,TraderOne,Tick,403,316,87,-87,152300,152200,11731,86069,94769,OK
267.701399,TraderOne,Tick,403,316,87,-87,152300,152200,11731,86069,94769,OK
268.016779,TraderOne,Tick,403,316,87,-87,152300,152200,11731,86069,94769,OK
268.23505,TraderOne,Tick,403,316,87,-87,152300,152200,11731,86069,94769,OK
268.517923,TraderOne,Tick,403,316,87,-87,152300,152200,11731,86069,94769,OK
268.742303,TraderOne,Tick,403,316,87,-87,152300,152600,11731,86069,59969,OK
269.045941,TraderOne,Tick,403,316,87,-87,152300,152600,11731,86069,59969,OK
269.273725,TraderOne,Tick,403,316,87,-87,152300,152600,11731,86069,59969,OK
269.509248,TraderOne,Tick,403,316,87,-87,152300,153000,11731,86069,59969,OK
269.751606,TraderOne,Tick,403,316,87,-87,152300,153000,11731,86069,59969,OK
270.017923,TraderOne,Tick,403,316,87,-87,152100,153000,11731,86069,59969,OK
270.205793,TraderOne,Tick,403,316,87,-87,152100,153000,11731,86069,59969,OK
270.483956,TraderOne,Tick,403,316,87,-87,152100,152900,11731,86069,59969,OK
270.777544,TraderOne,Tick,403,316,87,-87,152100,152900,11731,86069,59969,OK
271.031051,TraderOne,Tick,403,316,87,-87,152300,153000,11731,86069,59969,OK
271.241712,TraderOne,Tick,403,316,87,-87,152300,153000,11731,86069,59969,OK
271.545041,TraderOne,Tick,403,316,87,-87,152700,153300,11731,86069,59969,OK
271.723021,TraderOne,Tick,403,316,87,-87,152700,153700,11731,86069,59969,OK
272.005757,TraderOne,Tick,403,316,87,-87,153100,153600,11731,86069,59969,OK
272.212251,TraderOne,Tick,403,316,87,-87,153100,153600,11731,86069,59969,OK
272.485182,TraderOne,Tick,403,316,87,-87,153600,153600,11731,86069,86069,OK
272.77896,TraderOne,Tick,403,316,87,-87,152800,153600,11731,86069,59969,OK
273.043443,TraderOne,Tick,403,316,87,-87,152800,153600,11731,86069,59969,OK
273.258863,TraderOne,Tick,403,316,87,-87,152800,153600,11731,86069,59969,OK
273.498254,TraderOne,Tick,403,316,87,-87,152600,153600,11731,86069,59969,OK
273.732271,TraderOne,Tick,403,316,87,-87,152600,153600,11731,86069,59969,OK
274.033355,TraderOne,Tick,403,316,87,-87,153800,153600,11731,86069,103469,OK
274.246553,TraderOne,Tick,403,316,87,-87,153800,153600,11731,86069,103469,OK
274.540687,TraderOne,Tick,403,316,87,-87,153800,152900,11731,86069,112169,OK
274.790333,TraderOne,Tick,403,316,87,-87,153800,152900,11731,86069,112169,OK
275.044325,TraderOne,Tick,403,326,77,-77,152500,152700,12036,81764,66364,OK
275.263428,TraderOne,Tick,403,336,67,-67,152300,152700,12341,79459,59359,OK
275.545743,TraderOne,Tick,403,336,67,-67,153400,152700,12341,79459,99559,OK
275.758095,TraderOne,Tick,403,336,67,-67,153400,152700,12341,79459,99559,OK
276.047698,TraderOne,Tick,403,336,67,-67,153400,152700,12341,79459,99559,OK
276.207682,TraderOne,Tick,403,336,67,-67,153400,152700,12341,79459,99559,OK
276.541481,TraderOne,Tick,403,336,67,-67,153400,153100,12341,79459,99559,OK
276.749945,TraderOne,Tick,403,336,67,-67,153400,153100,12341,79459,99559,OK
277.020358,TraderOne,Tick,403,336,67,-67,152400,153100,12341,79459,59359,OK
277.257499,TraderOne,Tick,403,336,67,-67,152400,153100,12341,79459,59359,OK
277.458453,TraderOne,Tick,403,336,67,-67,152400,153100,12341,79459,59359,OK
277.718361,TraderOne,Tick,403,336,67,-67,152400,152900,12341,79459,59359,OK
278.002375,TraderOne,Tick,403,336,67,-67,152400,152900,12341,79459,59359,OK
278.240312,TraderOne,Tick,403,336,67,-67,152400,152900,12341,79459,59359,OK
278.48749,TraderOne,Tick,403,336,67,-67,152400,153000,12341,79459,59359,OK
278.777088,TraderOne,Tick,403,336,67,-67,152400,153200,12341,79459,59359,OK
278.971997,TraderOne,Tick,403,336,67,-67,152400,153200,12341,79459,59359,OK
279.228517,TraderOne,Tick,403,336,67,-67,152400,153200,12341,79459,59359,OK
279.469428,TraderOne,Tick,403,346,57,-57,152800,153200,12647,74153,57053,OK
279.711469,TraderOne,Tick,403,346,57,-57,152800,153200,12647,74153,57053,OK
279.998954,TraderOne,Tick,403,346,57,-57,152800,153200,12647,74153,57053,OK
280.240917,TraderOne,Tick,403,346,57,-57,152800,153000,12647,74153,62753,OK
280.504515,TraderOne,Tick,403,346,57,-57,152800,152800,12647,74153,74153,OK
280.748309,TraderOne,Tick,403,356,47,-47,152800,152800,12953,73847,73847,OK
281.016602,TraderOne,Tick,403,366,37,-37,152800,152600,13259,72541,79941,OK
281.254653,TraderOne,Tick,403,376,27,-27,152800,152700,13565,73235,75935,OK
281.501945,TraderOne,Tick,403,386,17,-17,152800,152700,13871,72929,74629,OK
281.723861,TraderOne,Tick,403,396,7,-7,152800,152700,14177,72623,73323,OK
281.956817,TraderOne,Tick,403,406,-3,3,152800,152700,14483,72317,72017,OK
282.23669,TraderOne,Tick,403,406,-3,3,152200,152700,14483,72317,73217,OK
282.468719,TraderOne,Tick,403,406,-3,3,152200,152700,14483,72317,73217,OK
282.738969,TraderOne,Tick,403,406,-3,3,152200,152800,14483,72317,73217,OK
283.02929,TraderOne,Tick,403,406,-3,3,152200,152800,14483,72317,73217,OK
283.234592,TraderOne,Tick,403,406,-3,3,152200,152800,14483,72317,73217,OK
283.526719,TraderOne,Tick,403,406,-3,3,152200,152800,14483,72317,73217,OK
283.779217,TraderOne,Tick,413,406,7,-7,152200,152800,14330,71470,69370,OK
284.036653,TraderOne,Tick,413,406,7,-7,153600,152800,14330,71470,73570,OK
284.298697,TraderOne,Tick,413,406,7,-7,153600,152800,14330,71470,73570,OK
284.468912,TraderOne,Tick,413,406,7,-7,153600,152800,14330,71470,73570,OK
284.753198,TraderOne,Tick,423,406,17,-17,152400,152800,14177,71623,66523,OK
285.045527,TraderOne,Tick,423,406,17,-17,152400,153100,14177,71623,66523,OK
285.217816,TraderOne,Tick,432,406,26,-26,153000,153500,14039,75361,67561,OK
285.533997,TraderOne,Tick,432,406,26,-26,153900,153500,14039,75361,83161,OK
285.784423,TraderOne,Tick,432,406,26,-26,153900,153500,14039,75361,83161,OK
285.952591,TraderOne,Tick,432,406,26,-26,153900,153900,14039,75361,75361,OK
286.244281,TraderOne,Tick,432,406,26,-26,153900,153600,14039,75361,83161,OK
286.534467,TraderOne,Tick,432,406,26,-26,153900,153600,14039,75361,83161,OK
286.751017,TraderOne,Tick,432,406,26,-26,153900,153600,14039,75361,83161,OK
287.014364,TraderOne,Tick,432,406,26,-26,153900,153600,14039,75361,83161,OK
287.208734,TraderOne,Tick,432,406,26,-26,153900,153500,14039,75361,83161,OK
287.467178,TraderOne,Tick,437,406,31,-31,153300,153500,13962,76438,70238,OK
287.729727,TraderOne,Tick,437,406,31,-31,153300,153600,13962,76438,67138,OK
288.026827,TraderOne,Tick,437,406,31,-31,153300,153600,13962,76438,67138,OK
288.213961,TraderOne,Tick,437,406,31,-31,153300,153600,13962,76438,67138,OK
288.524259,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
288.784887,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
288.993238,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
289.230848,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
289.469123,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
289.728214,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
290.0329,TraderOne,Tick,437,406,31,-31,153300,153400,13962,76438,73338,OK
290.288187,TraderOne,Tick,437,406,31,-31,153300,153500,13962,76438,70238,OK
290.542199,TraderOne,Tick,437,416,21,-21,153400,153500,14269,74131,72031,OK
290.725273,TraderOne,Tick,437,416,21,-21,153400,153500,14269,74131,72031,OK
290.984163,TraderOne,Tick,447,416,31,-31,153100,153500,14116,76284,66984,OK
291.200414,TraderOne,Tick,447,416,31,-31,153100,153500,14116,76284,66984,OK
291.535533,TraderOne,Tick,447,426,21,-21,154000,153500,13963,73437,79737,OK
291.740075,TraderOne,Tick,447,426,21,-21,154000,153500,13963,73437,79737,OK
292.050322,TraderOne,Tick,447,426,21,-21,154000,153500,13963,73437,79737,OK
292.219716,TraderOne,Tick,447,426,21,-21,154000,153500,13963,73437,79737,OK
292.488991,TraderOne,Tick,447,436,11,-11,153400,153500,13810,71590,70490,OK
292.748991,TraderOne,Tick,447,436,11,-11,153400,153600,13810,71590,69390,OK
293.020875,TraderOne,Tick,447,446,1,-1,153900,153600,14118,74282,74582,OK
293.209639,TraderOne,Tick,447,446,1,-1,153900,153600,14118,74282,74582,OK
293.490972,TraderOne,Tick,447,446,1,-1,153900,153400,14118,74282,74582,OK
293.766031,TraderOne,Tick,447,446,1,-1,153900,153400,14118,74282,74582,OK
293.977712,TraderOne,Tick,447,446,1,-1,153900,153400,14118,74282,74582,OK
294.284502,TraderOne,Tick,447,456,-9,9,153900,153400,14426,76974,74274,OK
294.518077,TraderOne,Tick,447,466,-19,19,154000,153400,14734,80666,74966,OK
294.781307,TraderOne,Tick,447,476,-29,29,153900,153400,15042,84358,75658,OK
295.03009,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
295.237407,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
295.510047,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
295.734736,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
296.000358,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
296.233983,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
296.50928,TraderOne,Tick,447,486,-39,39,153900,153500,15350,88050,76350,OK
296.783702,TraderOne,Tick,447,486,-39,39,153900,153400,15350,88050,76350,OK
296.974632,TraderOne,Tick,447,486,-39,39,153900,153400,15350,88050,76350,OK
297.230022,TraderOne,Tick,447,486,-39,39,153900,153200,15350,88050,76350,OK
297.49003,TraderOne,Tick,447,486,-39,39,153800,153300,15350,88050,76350,OK
297.736917,TraderOne,Tick,447,486,-39,39,153800,153300,15350,88050,76350,OK
297.996658,TraderOne,Tick,457,486,-29,29,153800,153500,15658,83742,75042,OK
298.212481,TraderOne,Tick,467,486,-19,19,153100,153600,15504,81896,87596,OK
298.501975,TraderOne,Tick,477,486,-9,9,153100,153600,15810,86590,89290,OK
298.716979,TraderOne,Tick,487,486,1,-1,153100,153600,16116,91284,90984,OK
298.971773,TraderOne,Tick,497,486,11,-11,153100,153600,16422,94978,91678,OK
299.256219,TraderOne,Tick,498,486,12,-12,153100,153400,16453,95347,91747,OK
299.482933,TraderOne,Tick,498,486,12,-12,153100,153400,16453,95347,91747,OK
299.792705,TraderOne,Tick,498,486,12,-12,153100,153500,16453,95347,91747,OK
299.966685,TraderOne,Tick,498,486,12,-12,153100,153700,16453,95347,91747,OK
300.254432,TraderOne,Tick,498,486,12,-12,153100,153700,16453,95347,91747,OK
300.526065,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
300.782311,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
301.038979,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
301.218686,TraderOne,Tick,498,486,12,-12,153100,153700,16453,95347,91747,OK
301.532012,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
301.731017,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
302.022864,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
302.23697,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
302.512094,TraderOne,Tick,498,486,12,-12,153100,153600,16453,95347,91747,OK
302.789055,TraderOne,Tick,508,496,12,-12,153700,153600,16145,95655,96855,OK
302.956713,TraderOne,Tick,508,496,12,-12,153700,153500,16145,95655,98055,OK
303.271507,TraderOne,Tick,508,496,12,-12,153000,153300,16145,95655,92055,OK
303.486526,TraderOne,Tick,508,496,12,-12,153000,153300,16145,95655,92055,OK
303.761767,TraderOne,Tick,508,496,12,-12,153000,153400,16145,95655,92055,OK
304.032998,TraderOne,Tick,508,496,12,-12,153000,153400,16145,95655,92055,OK
304.258237,TraderOne,Tick,508,496,12,-12,154000,153200,16145,95655,99255,OK
304.476499,TraderOne,Tick,508,496,12,-12,154000,153100,16145,95655,99255,OK
304.740368,TraderOne,Tick,508,496,12,-12,154000,153100,16145,95655,99255,OK
305.041536,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
305.283392,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
305.531473,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
305.705837,TraderOne,Tick,508,496,12,-12,152500,152800,16145,95655,92055,OK
306.007466,TraderOne,Tick,508,496,12,-12,152500,152800,16145,95655,92055,OK
306.26335,TraderOne,Tick,508,496,12,-12,152500,152800,16145,95655,92055,OK
306.487848,TraderOne,Tick,508,496,12,-12,152500,152600,16145,95655,94455,OK
306.724515,TraderOne,Tick,508,496,12,-12,152500,152600,16145,95655,94455,OK
306.977636,TraderOne,Tick,508,496,12,-12,152500,152600,16145,95655,94455,OK
307.203942,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
307.453481,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
307.740204,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
307.985449,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
308.221268,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
308.519927,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
308.76511,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
309.049706,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
309.213818,TraderOne,Tick,508,496,12,-12,152500,152900,16145,95655,92055,OK
309.463982,TraderOne,Tick,508,496,12,-12,152600,153200,16145,95655,92055,OK
309.796056,TraderOne,Tick,508,496,12,-12,152600,153400,16145,95655,92055,OK
310.011609,TraderOne,Tick,508,496,12,-12,152600,153400,16145,95655,92055,OK
310.265163,TraderOne,Tick,508,496,12,-12,153800,154100,16145,95655,92055,OK
310.454669,TraderOne,Tick,508,496,12,-12,153800,154200,16145,95655,92055,OK
310.749602,TraderOne,Tick,508,496,12,-12,153800,154200,16145,95655,92055,OK
311.039903,TraderOne,Tick,508,496,12,-12,153800,154200,16145,95655,92055,OK
311.204341,TraderOne,Tick,508,496,12,-12,153800,154200,16145,95655,92055,OK
311.477287,TraderOne,Tick,508,496,12,-12,154100,154200,16145,95655,94455,OK
311.75971,TraderOne,Tick,508,496,12,-12,154100,154200,16145,95655,94455,OK
311.959136,TraderOne,Tick,508,496,12,-12,154100,154200,16145,95655,94455,OK
312.300586,TraderOne,Tick,508,496,12,-12,154100,154200,16145,95655,94455,OK
312.451327,TraderOne,Tick,508,496,12,-12,154100,154200,16145,95655,94455,OK
312.795445,TraderOne,Tick,508,496,12,-12,153600,154200,16145,95655,92055,OK
313.021369,TraderOne,Tick,508,496,12,-12,153600,154200,16145,95655,92055,OK
313.228275,TraderOne,Tick,508,496,12,-12,153600,154300,16145,95655,92055,OK
313.530642,TraderOne,Tick,508,496,12,-12,154300,154300,16145,95655,95655,OK
313.724272,TraderOne,Tick,508,496,12,-12,154300,154300,16145,95655,95655,OK
314.011372,TraderOne,Tick,508,496,12,-12,154300,154300,16145,95655,95655,OK
314.281973,TraderOne,Tick,508,496,12,-12,154300,154300,16145,95655,95655,OK
314.463527,TraderOne,Tick,508,496,12,-12,154300,154300,16145,95655,95655,OK
314.750714,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
314.97186,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
315.219161,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
315.536797,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
315.774307,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
316.022853,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
316.289198,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
316.539873,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
316.735196,TraderOne,Tick,508,496,12,-12,154500,154300,16145,95655,98055,OK
317.049893,TraderOne,Tick,508,496,12,-12,154300,154200,16145,95655,96855,OK
317.23596,TraderOne,Tick,508,496,12,-12,154300,154200,16145,95655,96855,OK
317.539279,TraderOne,Tick,508,506,2,-2,154500,154200,16454,96346,96946,OK
317.711959,TraderOne,Tick,508,516,-8,8,154300,154200,16763,98037,97237,OK
317.990763,TraderOne,Tick,508,526,-18,18,154300,154200,17072,99728,97928,OK
318.206809,TraderOne,Tick,508,536,-28,28,154300,154200,17381,101419,98619,OK
318.455479,TraderOne,Tick,508,546,-38,38,154300,153800,17690,104110,92710,OK
318.716899,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
319.016402,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
319.289668,TraderOne,Tick,508,556,-48,48,154300,153800,17999,107801,93401,OK
319.487895,TraderOne,Tick,508,556,-48,48,154300,153800,17999,107801,93401,OK
319.772882,TraderOne,Tick,508,556,-48,48,154300,153700,17999,107801,93401,OK
320.028072,TraderOne,Tick,508,556,-48,48,154400,153700,17999,107801,93401,OK
320.283351,TraderOne,Tick,508,556,-48,48,154400,153700,17999,107801,93401,OK
320.497864,TraderOne,Tick,508,556,-48,48,154400,153900,17999,107801,93401,OK
320.798302,TraderOne,Tick,508,556,-48,48,154400,153900,17999,107801,93401,OK
320.980198,TraderOne,Tick,508,556,-48,48,154400,153900,17999,107801,93401,OK
321.230794,TraderOne,Tick,508,556,-48,48,154400,153900,17999,107801,93401,OK
321.495347,TraderOne,Tick,508,556,-48,48,154400,153900,17999,107801,93401,OK
321.752663,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
322.019456,TraderOne,Tick,508,556,-48,48,154300,153800,17999,107801,93401,OK
322.231025,TraderOne,Tick,508,556,-48,48,154300,153800,17999,107801,93401,OK
322.502515,TraderOne,Tick,508,556,-48,48,154200,153800,17999,107801,93401,OK
322.786081,TraderOne,Tick,508,556,-48,48,154200,153800,17999,107801,93401,OK
322.988529,TraderOne,Tick,508,556,-48,48,154200,153800,17999,107801,93401,OK
323.273957,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
323.466867,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
323.761924,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
323.993069,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
324.242625,TraderOne,Tick,508,556,-48,48,154400,153800,17999,107801,93401,OK
324.459247,TraderOne,Tick,518,556,-38,38,153900,153800,17845,102955,99155,OK
324.709508,TraderOne,Tick,518,556,-38,38,153900,153800,17845,102955,99155,OK
324.986439,TraderOne,Tick,518,556,-38,38,153900,153800,17845,102955,99155,OK
325.2818,TraderOne,Tick,518,556,-38,38,153900,153600,17845,102955,91555,OK
325.483049,TraderOne,Tick,518,556,-38,38,153900,153600,17845,102955,91555,OK
325.769912,TraderOne,Tick,518,556,-38,38,153900,153600,17845,102955,91555,OK
325.960819,TraderOne,Tick,528,556,-28,28,153000,153600,17691,99109,107509,OK
326.210791,TraderOne,Tick,528,556,-28,28,153000,153600,17691,99109,107509,OK
326.544512,TraderOne,Tick,528,556,-28,28,153000,153500,17691,99109,107509,OK
326.730763,TraderOne,Tick,528,556,-28,28,153000,153500,17691,99109,107509,OK
327.001014,TraderOne,Tick,528,556,-28,28,153000,153400,17691,99109,107509,OK
327.281913,TraderOne,Tick,528,556,-28,28,153000,153400,17691,99109,107509,OK
327.521462,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
327.71925,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
327.996316,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
328.282436,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
328.453176,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
328.789316,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
328.988248,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
329.292204,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
329.452103,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
329.765701,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
330.025679,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
330.231488,TraderOne,Tick,528,556,-28,28,152900,153400,17691,99109,107509,OK
330.467582,TraderOne,Tick,528,556,-28,28,152900,153500,17691,99109,107509,OK
330.770095,TraderOne,Tick,528,556,-28,28,154000,153500,17691,99109,90709,OK
331.010607,TraderOne,Tick,528,556,-28,28,154000,153500,17691,99109,90709,OK
331.206587,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
331.495863,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
331.75004,TraderOne,Tick,528,556,-28,28,152800,153400,17691,99109,107509,OK
331.971368,TraderOne,Tick,528,556,-28,28,152800,153400,17691,99109,107509,OK
332.287913,TraderOne,Tick,528,556,-28,28,152800,153400,17691,99109,107509,OK
332.464189,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
332.728073,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
333.01374,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
333.295115,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
333.549275,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
333.743236,TraderOne,Tick,528,556,-28,28,154000,153400,17691,99109,90709,OK
334.042484,TraderOne,Tick,528,556,-28,28,154000,153200,17691,99109,90709,OK
334.20232,TraderOne,Tick,528,556,-28,28,154000,153200,17691,99109,90709,OK
334.46158,TraderOne,Tick,528,556,-28,28,154000,153200,17691,99109,90709,OK
334.756233,TraderOne,Tick,528,556,-28,28,154000,153200,17691,99109,90709,OK
334.9798,TraderOne,Tick,528,556,-28,28,154000,153200,17691,99109,90709,OK
335.237234,TraderOne,Tick,528,556,-28,28,154000,153200,17691,99109,90709,OK
335.492296,TraderOne,Tick,528,566,-38,38,154000,153200,17537,102263,90863,OK
335.756697,TraderOne,Tick,528,566,-38,38,152800,153200,17537,102263,113663,OK
336.028959,TraderOne,Tick,528,566,-38,38,152800,153200,17537,102263,113663,OK
336.236742,TraderOne,Tick,528,566,-38,38,152800,153200,17537,102263,113663,OK
336.545082,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
336.768241,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
337.036008,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
337.289747,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
337.521396,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
337.791487,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
338.019285,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
338.290201,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
338.456122,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
338.7286,TraderOne,Tick,528,566,-38,38,153800,153300,17537,102263,90863,OK
339.022301,TraderOne,Tick,528,576,-48,48,154000,153300,17383,106417,92017,OK
339.277124,TraderOne,Tick,528,576,-48,48,154000,153300,17383,106417,92017,OK
339.465479,TraderOne,Tick,528,576,-48,48,154000,153500,17383,106417,92017,OK
339.763352,TraderOne,Tick,528,576,-48,48,154000,153500,17383,106417,92017,OK
340.00115,TraderOne,Tick,538,576,-38,38,153800,153500,17691,102109,90709,OK
340.290629,TraderOne,Tick,547,576,-29,29,153800,153500,17968,98232,89532,OK
340.505793,TraderOne,Tick,547,576,-29,29,153800,153500,17968,98232,89532,OK
340.791244,TraderOne,Tick,547,576,-29,29,153800,153300,17968,98232,89532,OK
341.041467,TraderOne,Tick,547,576,-29,29,153800,153300,17968,98232,89532,OK
341.263862,TraderOne,Tick,547,576,-29,29,153800,153300,17968,98232,89532,OK
341.479204,TraderOne,Tick,547,586,-39,39,153800,153300,18276,99924,88224,OK
341.701121,TraderOne,Tick,547,596,-49,49,154100,153300,18122,104078,89378,OK
341.967228,TraderOne,Tick,547,596,-49,49,154100,153300,18122,104078,89378,OK
